Company_ID,Date,Industry_Sector,Total_Assets,Total_Liabilities,Current_Assets,Current_Liabilities,Net_Income,Revenue,Operating_Income,Cash_Flow,Debt_Equity_Ratio,Return_on_Assets,Working_Capital_Ratio,Stock_Price_Close,Volatility_Index,GDP_Growth_Rate,Interest_Rate,Inflation_Rate,Financial_Risk_Label
C2857,2019-06-30,Retail,641027047.22,174518712.7,232892937.14,152952652.89,56468767.65,203435112.88,24412213.5456,56500331.74,0.37,0.0881,1.52,674.38,32.24,-1.26,8.13,6.28,0
C2528,2024-06-30,Energy,684551945.76,544756534.73,113028036.63,90395002.9,39148878.01,166989853.76,16698985.376,39151434.95,3.9,0.0572,1.25,462.0,11.95,0.73,1.1,4.15,1
C2176,2019-12-31,Technology,202516121.63,103935513.94,76006822.04,40124347.42,12280787.16,51945627.2,10389125.44,12191164.83,1.05,0.0606,1.89,446.59,39.92,-3.06,4.76,3.43,0
C3124,2020-06-30,Healthcare,141075370.83,18597800.93,3101658.97,1428746.98,17918259.69,20441689.43,1226501.3658,18004788.98,0.15,0.127,2.17,861.22,33.14,7.35,8.11,4.93,0
C4275,2017-12-31,Energy,156430276.96,32954284.2,31706089.35,3037632.23,29741069.32,78134898.18,21096422.508600004,29806554.14,0.27,0.1901,10.44,431.98,26.85,1.49,0.68,2.12,0
C1394,2018-06-30,Retail,3048860.99,487021.59,737931.81,441349.29,-753819.79,1161508.79,116150.87900000002,-830650.77,0.19,-0.2472,1.67,336.76,37.57,9.83,4.48,3.98,1
C3369,2020-09-30,Technology,352367299.77,2755007.4,152375251.12,97673917.73,68991928.05,32309025.1,6784895.271,68929512.75,0.01,0.1958,1.56,640.79,34.59,4.97,7.39,4.66,0
C5781,2021-12-31,Energy,815916768.08,623976011.89,328730160.51,293742155.87,2197235.3,309214489.28,27829304.0352,2245951.41,3.25,0.0027,1.12,76.38,24.75,5.24,2.34,6.49,1
C2563,2019-06-30,Healthcare,943206900.51,102332455.29,424650322.03,201098519.84,73881442.15,201201946.85,30180292.0275,73849788.39,0.12,0.0783,2.11,811.75,35.4,9.86,5.42,6.73,0
C4802,2024-12-31,Finance,421784259.6,306903774.76,15522190.6,14956283.48,17903090.28,37102437.53,6307414.380100001,17982013.93,2.67,0.0424,1.04,191.63,10.38,1.28,5.95,6.23,1
C1057,2024-09-30,Healthcare,819892667.02,627101903.49,126987595.08,54537378.56,42336890.96,134163041.91,17441195.4483,42410845.96,3.25,0.0516,2.33,67.58,20.13,4.16,7.77,5.88,1
C1793,2019-03-31,Healthcare,725050676.74,253816449.51,155948428.32,26028783.25,55136973.04,328756420.69,26300513.6552,55189978.72,0.54,0.076,5.99,51.94,25.58,7.7,4.73,5.92,0
C3215,2020-06-30,Manufacturing,170395739.27,101278089.58,37406520.11,35505222.26,6412298.01,38203598.85,3820359.885,6363488.93,1.47,0.0376,1.05,641.86,55.48,-3.07,1.73,7.67,0
C3484,2024-06-30,Healthcare,589028499.46,40360598.57,258716857.16,130209761.83,44958324.74,3995739.0,319659.12,45023846.3,0.07,0.0763,1.99,700.47,11.02,9.61,3.86,5.24,0
C4869,2018-12-31,Retail,890995788.02,394554823.53,421788320.46,50915902.61,19072116.65,122954596.56,23361373.3464,19005732.87,0.79,0.0214,8.28,879.03,23.03,8.72,3.22,1.97,0
C2513,2023-09-30,Energy,897464068.18,535376216.07,42276957.11,4091771.78,176314582.74,242967908.65,51023260.8165,176397034.59,1.48,0.1965,10.33,12.4,31.33,3.5,0.52,5.37,0
C4779,2015-06-30,Energy,617516279.27,4851635.73,276236775.88,78000237.54,67481647.5,113448672.75,10210380.5475,67502046.16,0.01,0.1093,3.54,218.89,21.4,7.04,6.61,7.43,0
C3487,2024-12-31,Energy,56408710.62,40379384.25,14671888.66,2319241.26,10079566.83,26579457.07,3455329.4191,10096764.04,2.52,0.1787,6.33,329.17,46.26,9.22,0.76,4.3,1
C3019,2017-03-31,Manufacturing,7999838.58,3062029.62,3365975.22,1041942.32,1591203.21,1995783.38,558819.3464,1596869.1,0.62,0.1989,3.23,400.65,45.5,9.37,4.07,7.05,0
C2669,2017-09-30,Healthcare,709524654.38,481105020.98,125584251.72,19844117.58,61386289.23,171216474.69,51364942.407,61290182.36,2.11,0.0865,6.33,657.6,50.22,4.27,6.48,7.13,0
C5235,2021-09-30,Manufacturing,421070024.02,312278549.61,159197771.25,58143169.23,3498804.53,168530067.35,26964810.776,3493251.28,2.87,0.0083,2.74,589.42,43.02,4.13,3.17,2.25,1
C5391,2019-03-31,Finance,189478617.18,99695571.22,81068021.14,50274314.08,-728453.22,61581491.73,11700483.4287,-722835.51,1.11,-0.0038,1.61,309.61,41.32,-4.75,5.42,3.3,1
C5653,2024-09-30,Finance,528139939.96,205305639.62,248812395.72,206832446.07,18480252.16,11144838.54,3232003.1765999994,18488324.22,0.64,0.035,1.2,648.15,36.54,6.08,9.03,7.96,0
C5768,2023-06-30,Technology,323910696.62,225751898.81,111529337.46,70962528.39,24867880.56,124940341.53,37482102.459,24834518.19,2.3,0.0768,1.57,669.48,20.1,-3.52,9.73,2.43,0
C5781,2021-12-31,Energy,815916768.08,623976011.89,328730160.51,293742155.87,2197235.3,309214489.28,27829304.0352,2245951.41,3.25,0.0027,1.12,76.38,24.75,5.24,2.34,6.49,1
C2443,2015-03-31,Energy,502422255.78,270923009.86,42021343.55,18469384.55,75139837.59,145607811.2,40770187.136,75128589.78,1.17,0.1496,2.28,136.52,12.44,2.16,4.66,2.8,0
C2301,2018-12-31,Technology,87220961.07,60108794.43,2288495.93,839585.58,9243928.63,15606448.21,4525869.9809,9244803.65,2.22,0.106,2.73,735.17,45.1,7.53,8.71,4.26,0
C5467,2018-09-30,Manufacturing,96771217.54,31729562.97,12246606.01,3639469.06,-932967.95,1843543.4,221225.208,-994738.42,0.49,-0.0096,3.36,560.2,35.64,7.81,1.08,5.81,1
C1526,2017-06-30,Energy,131335808.84,67178311.68,18005576.8,9539365.68,9565659.0,64339177.36,10937660.1512,9660877.68,1.05,0.0728,1.89,258.75,48.4,5.76,8.55,5.86,0
C4043,2019-12-31,Healthcare,972266530.32,603169104.59,25546761.47,10490006.47,150687051.34,226586255.35,49848976.177,150594321.37,1.63,0.155,2.44,215.58,47.95,-2.11,9.73,3.57,0
C2567,2022-09-30,Manufacturing,483917322.21,188303882.7,13673587.51,11602083.88,79257005.14,108405903.65,14092767.4745,79256791.54,0.64,0.1638,1.18,225.33,10.04,0.31,0.67,1.28,0
C4953,2021-03-31,Technology,1972824.62,1385135.1,775334.96,593711.94,-756714.77,146267.53,10238.7271,-749461.16,2.35,-0.3836,1.31,637.94,59.91,2.84,3.66,5.76,1
C5764,2022-09-30,Retail,518421372.99,144515574.57,255263970.42,242159803.97,70866839.72,4860354.64,437431.9175999999,70918798.4,0.39,0.1367,1.05,603.71,21.65,-3.38,3.98,7.14,0
C4638,2021-09-30,Retail,586792175.22,6053744.97,190729976.09,6013955.56,65621065.48,17988399.97,4676983.9922,65703150.15,0.01,0.1118,31.71,616.31,16.32,8.55,7.42,7.15,0
C2966,2023-09-30,Finance,274893942.84,181571214.95,69079719.78,55230047.48,33193497.21,116320921.64,17448138.246,33291325.16,1.95,0.1208,1.25,223.13,43.63,7.04,6.06,3.03,0
C4655,2015-09-30,Energy,334031392.92,187825129.06,165736563.26,124001093.82,16920026.46,98891295.17,15822607.2272,16880028.01,1.28,0.0507,1.34,287.79,33.02,-0.34,1.9,6.3,0
C2862,2015-06-30,Manufacturing,510055678.99,183205863.03,98720767.63,12595266.85,80106025.92,61271412.35,9803425.976,80182238.78,0.56,0.1571,7.84,321.65,11.79,8.34,5.19,4.48,0
C3324,2024-12-31,Manufacturing,514067619.96,14931872.93,179815999.69,4931397.53,49512513.62,101643457.14,27443733.427800003,49527806.59,0.03,0.0963,36.46,823.31,59.92,-2.34,1.1,6.42,0
C2518,2023-03-31,Technology,496057160.92,98990400.46,212888853.05,53278751.76,24816796.23,222159366.63,39988685.9934,24737823.8,0.25,0.05,4.0,349.0,45.27,1.09,4.52,4.49,0
C4212,2020-03-31,Finance,7392799.27,3415133.6,2784192.42,393886.91,155704.67,3596052.62,611328.9454000001,226413.27,0.86,0.0211,7.07,144.93,32.6,0.3,0.77,4.65,0
C5307,2018-03-31,Retail,810488075.88,587450293.3,202357903.04,57484358.5,104781950.19,276502654.51,63595610.5373,104759446.7,2.63,0.1293,3.52,518.05,15.58,4.0,4.91,2.33,1
C1919,2020-09-30,Retail,750455102.97,367717378.1,131589532.73,112497725.63,84533773.54,333807760.87,36718853.6957,84564632.64,0.96,0.1126,1.17,935.51,28.7,9.27,4.23,4.06,0
C3838,2017-09-30,Manufacturing,225297250.78,157007883.15,79762738.31,4398525.76,28830360.13,54350509.23,4891545.8307,28824978.49,2.3,0.128,18.13,922.73,53.8,-3.7,4.68,4.57,0
C4055,2016-06-30,Technology,648759094.17,110806903.62,32972901.5,435614.68,-84600.07,34582982.46,5533277.1936,-183427.79,0.21,-0.0001,75.69,385.75,48.86,-3.07,7.99,2.33,1
C4292,2018-03-31,Finance,624137898.94,182948025.86,303254770.54,221955649.75,89671155.39,110357465.48,14346470.5124,89682629.77,0.41,0.1437,1.37,85.9,30.95,2.98,7.63,5.0,0
C1460,2018-12-31,Finance,609981981.38,484034437.36,43164085.35,4998037.96,62457813.52,46440614.46,9288122.892,62397036.54000001,3.84,0.1024,8.64,485.58,40.57,1.87,3.54,6.48,1
C1301,2023-03-31,Healthcare,74558878.94,40480041.19,24621070.2,16519651.7,12482895.11,21541481.0,6031614.680000001,12578896.97,1.19,0.1674,1.49,753.08,27.93,-2.85,8.29,2.03,0
C5652,2021-09-30,Energy,909576679.61,669450274.02,396169688.61,173713716.35,170310653.49,289791407.47,75345765.9422,170270474.02,2.79,0.1872,2.28,502.52,15.87,-2.69,8.17,7.61,1
C3141,2021-06-30,Finance,200984981.97,18893615.32,23422945.91,16749233.07,20334806.57,6882978.75,963617.025,20252130.67,0.1,0.1012,1.4,294.23,18.55,-1.69,7.89,6.48,0
C2802,2020-06-30,Technology,102425357.99,28259652.6,3526530.16,2776992.98,2140722.77,44381954.8,6657293.22,2096443.53,0.38,0.0209,1.27,504.01,40.27,5.52,3.71,7.88,0
C5738,2021-03-31,Finance,157268971.54,71423115.99,33561788.4,14293063.67,3138357.88,73700791.3,5896063.304,3096645.77,0.83,0.02,2.35,474.95,47.15,4.42,1.18,1.32,0
C1599,2015-09-30,Manufacturing,26485679.06,16077921.81,770223.15,388913.29,271057.01,12523956.44,2880509.9812,263626.44,1.54,0.0102,1.98,952.48,46.06,9.28,7.19,1.54,0
C2495,2016-06-30,Energy,979331457.79,706937750.82,74104218.86,63374031.15,120744242.6,10740478.78,2577714.9072,120726809.87,2.6,0.1233,1.17,399.16,29.14,3.95,7.29,5.53,1
C5925,2017-06-30,Manufacturing,963701670.54,115667120.54,146403998.37,38649023.37,59920947.93,213802178.61,25656261.4332,59896272.76,0.14,0.0622,3.79,270.4,58.82,-0.68,3.38,3.59,0
C5386,2024-09-30,Healthcare,531596310.99,403196616.08,173649965.63,83049479.11,13489693.52,243638544.34,65782406.97180001,13565580.5,3.14,0.0254,2.09,963.86,50.95,-4.92,7.29,3.91,1
C4975,2023-09-30,Retail,646198398.05,92748084.09,219469911.52,114950967.28,86292901.48,170394347.9,27263095.664,86255774.88000001,0.17,0.1335,1.91,170.26,14.31,7.85,5.66,7.91,0
C1420,2016-06-30,Technology,5996676.06,931028.21,2209277.03,965121.38,-552151.82,1566316.68,266273.8356,-525364.5599999999,0.18,-0.0921,2.29,77.18,50.97,-4.13,4.81,5.97,1
C4415,2019-09-30,Healthcare,943381422.36,491598315.16,358543049.03,115427722.4,-851693.07,449166661.53,121274998.6131,-860119.4099999999,1.09,-0.0009,3.11,388.7,32.23,-0.96,6.34,7.82,1
C2319,2022-03-31,Healthcare,984017958.9,750296915.23,101840453.29,101776901.61,194152002.91,393272786.81,58990918.0215,194096831.87,3.21,0.1973,1.0,107.64,12.6,7.31,9.48,6.41,1
C1557,2024-06-30,Finance,533236589.79,35434811.2,33277935.25,14724781.58,36279096.67,116700635.97,24507133.5537,36209981.63,0.07,0.068,2.26,664.13,50.91,-4.96,4.0,2.93,0
C5021,2024-09-30,Healthcare,105815221.31,51112405.92,22192903.13,10053172.6,8620500.87,5946828.33,297341.4165,8541881.43,0.93,0.0815,2.21,438.27,28.88,-2.88,7.37,6.0,0
C4858,2019-12-31,Energy,484284535.51,82528626.32,230896294.86,153265433.07,18754375.38,118804132.39,10692371.9151,18836277.68,0.21,0.0387,1.51,473.58,13.7,-2.74,5.23,2.38,0
C1563,2015-06-30,Healthcare,34136861.88,8266085.07,11960801.18,11566187.06,3451776.71,3332076.05,533132.168,3449780.65,0.32,0.1011,1.03,156.46,26.46,1.68,2.99,3.48,0
C2371,2017-12-31,Energy,39795558.93,15475411.03,13372047.55,1749550.44,4424912.02,16802307.56,1680230.756,4410469.899999999,0.64,0.1112,7.64,501.31,51.56,6.57,7.81,5.75,0
C4859,2018-03-31,Energy,711387154.91,242415415.74,200785178.05,124157684.81,134833505.03,332070677.94,46489894.9116,134912665.69,0.52,0.1895,1.62,994.01,53.99,-4.24,3.61,1.77,0
C5991,2018-06-30,Finance,650723128.71,447935795.15,74727283.78,57622162.77,105973734.62,242269316.68,60567329.17,105989370.07,2.21,0.1629,1.3,26.83,44.78,7.93,3.01,6.21,0
C1406,2015-12-31,Manufacturing,574078144.21,4549337.3,174086021.94,20112100.0,8041458.52,199827265.3,45960271.019,8119440.89,0.01,0.014,8.66,8.36,28.94,-4.82,3.96,4.44,0
C5008,2024-12-31,Healthcare,403894691.08,288728353.01,143750486.0,82016579.82,56394296.6,33880257.62,4065630.9144,56452457.81,2.51,0.1396,1.75,15.67,25.23,9.27,6.3,6.12,1
C4248,2020-06-30,Energy,129168120.05,72406320.68,17095470.75,8556442.77,10558708.04,31311706.06,7514809.454399999,10462399.06,1.28,0.0817,2.0,332.53,27.01,-3.58,0.6,6.03,0
C5803,2024-06-30,Finance,983990650.3,584693405.72,74586715.48,56672704.11,163944245.39,89702972.91,8073267.561899999,163870427.32999998,1.46,0.1666,1.32,498.46,45.83,0.68,1.05,3.52,0
C4995,2017-09-30,Manufacturing,701799065.51,506934844.76,258620637.83,110020038.09,107584727.92,157678088.6,47303426.58,107557777.0,2.6,0.1533,2.35,77.93,45.51,-0.52,7.21,1.53,1
C3860,2016-06-30,Retail,799807185.71,595054043.26,33991682.23,31642490.13,79779164.36,157370469.51,14163342.2559,79775814.56,2.91,0.0997,1.07,683.3,14.45,9.67,9.21,7.21,1
C3260,2017-06-30,Finance,617736757.52,483624343.72,256776867.54,106458706.32,42612390.56,4264360.5,213218.025,42607278.38,3.61,0.069,2.41,73.94,17.82,9.71,7.31,4.17,1
C4856,2017-03-31,Finance,567245386.27,105706225.19,14541805.43,12945765.34,25599949.57,220301510.18,35248241.628800005,25641103.15,0.23,0.0451,1.12,359.52,40.13,4.85,1.67,7.19,0
C5658,2023-03-31,Technology,579913690.15,355608289.79,241644261.88,220612588.74,62782909.79,266450241.38,47961043.4484,62821522.41,1.59,0.1083,1.1,351.39,59.25,-1.74,2.95,2.76,0
C4198,2018-03-31,Retail,313647404.69,33062056.04,136401166.68,120847759.77,3253272.56,117431404.48,31706479.2096,3300551.21,0.12,0.0104,1.13,342.93,31.45,-0.49,5.66,7.23,0
C1762,2016-12-31,Manufacturing,95043395.15,30997048.93,7729167.46,2398439.83,5608488.58,20519780.39,5745538.509200001,5634688.0,0.48,0.059,3.22,974.59,39.53,7.08,8.42,6.17,0
C3620,2021-12-31,Manufacturing,142839900.67,16368908.07,58821019.22,29521484.63,20772481.69,68743750.62,17185937.655,20703876.35,0.13,0.1454,1.99,422.79,34.8,5.52,9.67,3.0,0
C3078,2020-06-30,Technology,226851100.6,101390107.63,27025234.57,5939365.3,59155.64,8411660.97,1934682.0231000003,-37978.14,0.81,0.0003,4.55,896.3,13.93,-2.65,3.73,6.09,1
C3028,2022-09-30,Retail,9486835.01,4195133.81,3146019.43,1231174.68,-681367.77,2984120.4,179047.224,-596680.0900000001,0.79,-0.0718,2.56,464.76,55.51,7.55,0.53,4.21,1
C3761,2020-06-30,Finance,353970339.38,265862547.82,41655906.87,13397216.21,48447799.25,140775602.98,26747364.5662,48405653.97,3.02,0.1369,3.11,575.22,20.96,-4.14,9.24,4.37,1
C5639,2022-06-30,Energy,1723987.92,176429.94,118830.46,107386.82,-483140.38,251626.7,42776.539,-567235.58,0.11,-0.2802,1.11,295.38,12.27,-4.9,6.08,6.02,1
C2005,2021-03-31,Technology,376550727.48,102173279.93,134198352.33,96979222.6,47358577.28,62161783.2,12432356.64,47269430.46,0.37,0.1258,1.38,955.4,32.64,-0.43,8.68,3.27,0
C2319,2022-03-31,Healthcare,984017958.9,750296915.23,101840453.29,101776901.61,194152002.91,393272786.81,58990918.0215,194096831.87,3.21,0.1973,1.0,107.64,12.6,7.31,9.48,6.41,1
C1366,2015-06-30,Manufacturing,499145503.35,351502712.49,22204414.71,18452922.88,45614637.42,83322622.03,7499035.9827,45677598.71,2.38,0.0914,1.2,594.08,46.42,-0.28,4.23,7.4,0
C2186,2018-06-30,Technology,497791424.9,149289377.59,220032190.44,17886326.97,99165593.05,137677930.95,26158806.8805,99123982.44,0.43,0.1992,12.3,174.51,44.01,0.43,3.37,2.14,0
C2051,2022-06-30,Retail,57437917.44,45438478.49,26989225.94,5018737.45,6559931.42,8561319.36,856131.936,6596813.69,3.79,0.1142,5.38,787.26,30.33,-4.11,4.31,4.73,1
C4515,2018-06-30,Finance,961196035.76,746357715.07,208602250.8,162133646.68,141511019.15,83349769.16,20837442.29,141579710.0,3.47,0.1472,1.29,42.52,36.21,-1.26,9.37,1.59,1
C4242,2019-12-31,Manufacturing,925226577.03,10086253.62,59484426.58,1708084.66,141822463.79,57707047.37,10964339.0003,141878040.60999998,0.01,0.1533,34.83,491.91,14.9,7.56,2.46,1.66,0
C5894,2020-06-30,Manufacturing,491136738.97,335188321.16,86925957.7,35034298.24,8590837.9,245334158.14,39253465.3024,8673971.33,2.15,0.0175,2.48,853.42,22.97,2.52,6.09,6.91,0
C3064,2018-06-30,Technology,565453809.78,407626448.98,19840409.92,10876286.57,46477050.67,279692837.62,27969283.762,46450953.7,2.58,0.0822,1.82,38.29,55.71,4.34,6.08,1.34,1
C3275,2022-03-31,Technology,718650308.35,290475075.85,338067910.54,254778967.74,233674.84,253087759.19,48086674.2461,161334.63,0.68,0.0003,1.33,437.95,36.21,2.03,4.63,5.42,0
C3702,2016-12-31,Technology,202508829.62,67605558.25,62994589.73,55555686.45,32112397.51,61535593.13,6768915.2443,32055737.380000003,0.5,0.1586,1.13,814.82,43.22,0.37,9.73,7.23,0
C4652,2017-09-30,Technology,394727851.08,49972744.87,109334506.92,47294163.8,39456290.04,93970475.05,11276457.006,39459215.55,0.14,0.1,2.31,151.95,39.15,1.56,9.74,1.66,0
C2656,2016-12-31,Healthcare,296612838.79,210956857.19,137417593.33,39264279.5,40873444.62,126167662.97,22710179.3346,40924553.33,2.46,0.1378,3.5,975.99,18.11,-3.94,6.58,4.56,0
C1065,2021-09-30,Healthcare,477275625.64,343881232.94,167840688.07,9327365.2,5464177.94,190955630.86,26733788.320400003,5402026.95,2.58,0.0114,17.99,865.99,59.17,7.13,7.39,1.01,1
C1545,2018-09-30,Energy,618986986.34,37345862.2,18435427.77,7969043.38,115123972.8,162441265.42,43859141.6634,115043282.77,0.06,0.186,2.31,725.64,22.27,2.87,3.28,5.99,0
C3851,2020-03-31,Retail,771432851.61,173334287.17,28979610.25,5851355.91,126344920.22,245319775.67,46610757.3773,126352627.72,0.29,0.1638,4.95,750.3,19.81,-1.85,1.74,3.38,0
C2451,2023-06-30,Technology,966365903.96,80967442.52,408851822.22,133067512.54,126164109.23,305187905.8,39674427.754,126074967.85,0.09,0.1306,3.07,153.07,38.29,9.23,9.29,1.79,0
C5223,2018-12-31,Retail,62318153.8,11510633.12,19994982.59,6817877.84,2495633.63,11808493.15,3188293.1505000005,2438140.7,0.23,0.04,2.93,801.23,28.02,5.04,1.87,2.17,0
C5172,2016-12-31,Finance,310788588.82,163340783.39,150532090.48,133336930.64,30856781.47,13219018.02,3040374.1446,30783155.74,1.11,0.0993,1.13,152.19,53.97,5.01,9.34,7.71,0
C2938,2017-03-31,Healthcare,859047307.95,386434178.71,341987803.43,305323444.17,12286948.04,253107899.21,65808053.7946,12315656.0,0.82,0.0143,1.12,593.58,49.4,5.61,5.27,1.31,0
C4580,2019-12-31,Finance,227558456.15,163567691.45,55067010.31,29648130.22,33457388.6,98346206.21,5900772.372599999,33382295.62,2.56,0.147,1.86,430.25,19.97,2.12,6.34,4.43,1
C5938,2021-12-31,Retail,189445656.36,113917213.19,38386652.8,8075928.54,30006774.48,22832494.4,4109848.992,29914080.89,1.51,0.1584,4.75,313.88,18.66,-1.16,9.87,3.59,0
C1454,2019-09-30,Technology,867260255.65,195285835.53,264281669.97,150630772.42,33745053.7,13087769.46,3402820.0596000003,33744591.67,0.29,0.0389,1.75,417.4,48.15,-4.5,7.77,3.86,0
C3857,2024-06-30,Manufacturing,176549289.83,111519715.59,10837222.28,2921504.28,12137465.83,27551362.27,6336813.3221,12091247.6,1.71,0.0687,3.71,751.98,12.86,-0.22,9.17,3.7,0
C2673,2016-12-31,Manufacturing,309110870.26,186181447.98,50418677.91,21854163.42,55857162.97,152183460.49,36524030.5176,55805188.13,1.51,0.1807,2.31,246.93,25.21,-2.59,2.2,2.79,0
C5163,2020-03-31,Technology,721508932.62,376157762.49,149408109.49,132699491.34,52086045.45,96696996.58,17405459.3844,52078754.79000001,1.09,0.0722,1.13,38.52,24.35,0.72,8.02,3.78,0
C5622,2024-03-31,Energy,517874605.65,410762317.54,65898100.47,1318172.24,74656963.06,63463292.03,18404354.6887,74717685.79,3.83,0.1442,49.99,627.98,45.22,7.0,7.0,3.2,1
C4388,2020-09-30,Healthcare,906934661.17,515656321.28,153999924.62,113663951.95,100039750.01,251288262.34,62822065.585,99987163.28,1.32,0.1103,1.35,582.61,40.09,8.88,0.73,4.35,0
C4011,2017-03-31,Finance,803974680.72,388544803.17,333919977.74,299457770.04,160404600.05,68501029.78,13700205.956,160381966.41000003,0.94,0.1995,1.12,388.53,41.62,2.56,8.2,3.3,0
C4133,2022-03-31,Manufacturing,531435162.85,419528978.75,91245115.46,85333916.66,12070526.56,156808394.07,14112755.4663,12146364.64,3.75,0.0227,1.07,726.27,53.75,5.39,6.89,4.7,1
C1819,2018-09-30,Manufacturing,798887447.25,28738170.9,389119291.38,261146709.65,6716705.52,1955660.93,391132.186,6812005.38,0.04,0.0084,1.49,526.38,27.69,9.08,9.85,6.49,0
C4012,2021-09-30,Finance,530467737.43,409767651.34,24098823.62,6543879.68,9886464.61,16729059.07,836452.9535000001,9859563.89,3.39,0.0186,3.68,849.3,22.08,-0.13,8.64,2.05,1
C3946,2019-03-31,Energy,547118944.12,271253030.36,253809817.37,241867940.85,80421615.24,189515570.58,45483736.9392,80456221.75,0.98,0.147,1.05,15.21,59.83,4.55,5.14,4.17,0
C3376,2023-06-30,Healthcare,638908793.33,178026952.45,123851254.89,70097435.3,73108835.12,253158326.22,17721082.8354,73122153.96000001,0.39,0.1144,1.77,351.82,51.7,0.28,4.94,2.59,0
C1030,2016-03-31,Manufacturing,998743668.06,334736608.58,108099882.67,17872022.08,172202470.15,409305131.48,81861026.296,172211907.25,0.5,0.1724,6.05,951.68,21.41,1.23,0.73,3.93,0
C3280,2017-06-30,Healthcare,77966798.61,50137300.31,17804681.11,11673407.45,15085158.84,17969089.0,1257836.2300000002,15150741.31,1.8,0.1935,1.53,268.39,55.26,-3.77,2.67,7.78,0
C2099,2024-09-30,Energy,961207617.39,469172763.84,3131790.79,2553282.53,15820055.11,340371538.92,71478023.1732,15732645.36,0.95,0.0165,1.23,533.28,12.37,-4.03,0.99,2.79,0
C4639,2020-09-30,Manufacturing,464412293.41,156728503.5,137700033.32,62785654.38,15022797.52,191660621.78,19166062.178,15072082.22,0.51,0.0323,2.19,891.38,36.46,-1.2,0.7,5.58,0
C2215,2020-12-31,Energy,369155253.14,235368514.61,111133314.85,88381839.96,62987352.6,168367607.74,50510282.322,63011125.45,1.76,0.1706,1.26,639.35,17.03,-3.42,5.13,5.86,0
C5175,2023-06-30,Manufacturing,881696559.27,86201696.9,388138115.37,213642622.07,116450918.97,355743431.3,67591251.947,116449420.96,0.11,0.1321,1.82,783.86,30.8,-3.82,6.49,1.25,0
C4990,2021-09-30,Energy,408374768.32,232363065.17,113574464.96,108354659.63,6330060.06,29934357.73,5986871.546,6355829.44,1.32,0.0155,1.05,468.23,47.01,0.02,3.1,2.31,0
C3677,2016-03-31,Energy,770374115.8,595032088.7,202467309.9,57050714.46,81494151.77,179837559.87,28774009.5792,81474366.36999999,3.39,0.1058,3.55,812.3,47.06,4.66,6.63,3.62,1
C5811,2020-03-31,Finance,619427017.0,344779739.13,47376313.24,18125355.97,23022586.27,294002765.13,29400276.513,22958912.86,1.26,0.0372,2.61,906.8,57.46,5.68,9.99,1.35,0
C2606,2022-06-30,Manufacturing,76283444.57,25040204.03,6795310.69,4330164.55,1839378.35,37898821.02,6063811.3632000005,1769041.6900000002,0.49,0.0241,1.57,78.46,31.03,7.14,4.67,1.99,0
C3452,2022-03-31,Technology,640878487.52,483661587.72,275003915.44,94612037.7,63290497.25,152702046.81,18324245.6172,63314713.59,3.08,0.0988,2.91,264.24,17.98,-3.35,3.22,4.31,1
C5880,2022-12-31,Energy,785165154.43,215458741.46,204502841.78,190114605.92,153837151.34,315860217.48,37903226.0976,153757129.39000002,0.38,0.1959,1.08,896.83,43.04,7.54,1.23,4.94,0
C4255,2018-09-30,Energy,518359229.05,318749989.22,117454638.24,96326585.51,76854890.33,127001767.74,22860318.1932,76883114.85,1.6,0.1483,1.22,336.42,37.8,8.5,3.45,5.83,0
C2245,2018-09-30,Finance,235112937.96,56174489.71,86824126.07,6257036.03,39378615.32,68483570.76,15751221.274800004,39347352.87,0.31,0.1675,13.88,226.63,50.23,-3.47,2.08,2.99,0
C1848,2021-06-30,Energy,377099716.57,171241338.65,140692890.88,110673736.93,37948213.42,59367932.16,14248303.718399998,37931282.47,0.83,0.1006,1.27,937.05,51.23,6.2,2.79,3.54,0
C3979,2017-06-30,Energy,907591633.69,703814726.51,15106468.46,13816113.3,154358566.85,234303202.86,39831544.486200005,154335965.35999998,3.45,0.1701,1.09,655.15,19.12,-3.89,9.81,6.75,1
C2259,2017-06-30,Retail,212198691.23,74506639.98,47886211.71,6236284.18,10991915.73,17097220.22,4787221.6616,10906783.33,0.54,0.0518,7.68,879.36,36.39,4.98,9.27,3.56,0
C5911,2018-09-30,Energy,840685519.14,86875467.63,118696317.25,99839559.25,128382938.69,161270907.42,29028763.3356,128480058.06,0.12,0.1527,1.19,386.58,21.1,5.18,2.16,1.7,0
C4228,2021-09-30,Healthcare,804017154.05,318197532.85,107370380.08,46776819.39,70135347.85,118729198.8,18996671.808,70059371.03,0.65,0.0872,2.3,940.46,42.0,-2.1,8.0,2.86,0
C1609,2019-06-30,Finance,115422779.06,13111713.75,11190765.43,4494033.66,20107291.92,1890297.7,415865.494,20200202.08,0.13,0.1742,2.49,643.03,50.78,8.53,7.29,5.62,0
C1240,2020-03-31,Energy,440276573.05,338629425.41,16279683.51,8164659.37,13352200.96,178527586.68,10711655.2008,13343229.81,3.33,0.0303,1.99,397.77,14.61,0.65,8.19,1.96,1
C2818,2015-09-30,Retail,183507984.3,38739373.76,32483423.05,1384048.54,7295169.56,71286512.33,9980111.7262,7232401.479999999,0.27,0.0398,23.47,201.76,59.24,-2.77,9.1,1.56,0
